DateTime,No.,Longitude,Latitude,Serving RSRP_All Logs,Serving RSRQ_All Logs,Serving RSSI_All Logs,Serving PCC SINR_All Logs,Serving DL EARFCN_All Logs,PCC PHY Throughput DL_All Logs,PDCP Throughput DL_All Logs
2017-04-01 12:48:50.500 ,437,3.35352279 ,6.61106810 ,-95.04,-9.42,-71.58,7.89,1876,6186.18,4324.6
2017-04-01 12:48:51.500 ,438,3.35354286 ,6.61111650 ,-96.42,-10.02,-72.3,7.31,1876,5509.2,4868.43
2017-04-01 12:48:52.500 ,439,3.35356450 ,6.61116345 ,-97.02,-10.03,-72.94,6.34,1876,5146.76,3548.71
2017-04-01 12:48:53.500 ,440,3.35356833 ,6.61117167 ,-95.61,-9.21,-72.32,7.24,1876,4380.98,4197.98
2017-04-01 12:48:54.500 ,441,3.35361176 ,6.61125853 ,-94.08,-9.1,-70.89,8.11,1876,5864.9,4410.01
2017-04-01 12:48:55.500 ,442,3.35367514 ,6.61138264 ,-94.08,-8.97,-70.98,9.65,1876,5219.56,5308.52
2017-04-01 12:48:56.500 ,443,3.35371979 ,6.61146676 ,-93.38,-8.79,-70.34,9.8,1876,7203.18,5958.72
2017-04-01 12:48:57.500 ,444,3.35375094 ,6.61152478 ,-91.23,-8.49,-68.34,10.92,1876,6221.06,6377.0
2017-04-01 12:48:58.500 ,445,3.35376000 ,6.61154167 ,-88.98,-8.35,-66.35,12.39,1876,8492.47,6819.57
2017-04-01 12:48:59.500 ,446,3.35382073 ,6.61165020 ,-87.87,-8.61,-65.06,12.8,1876,7387.36,7455.07
2017-04-01 12:49:00.500 ,447,3.35386824 ,6.61173311 ,-90.67,-9.26,-67.35,11.66,1876,9050.94,6904.19
2017-04-01 12:49:01.500 ,448,3.35390762 ,6.61180195 ,-91.63,-8.96,-68.45,11.39,1876,7493.15,5578.13
2017-04-01 12:49:02.500 ,449,3.35395161 ,6.61187546 ,-90.02,-8.65,-67.08,12.41,1876,7045.91,5198.04
2017-04-01 12:49:03.500 ,450,3.35396667 ,6.61190000 ,-89.32,-9.11,-66.0,12.72,1876,8246.25,5287.9
2017-04-01 12:49:04.500 ,451,3.35403440 ,6.61200960 ,-94.23,-8.94,-71.15,7.87,1876,6320.62,3922.34
2017-04-01 12:49:05.500 ,452,3.35408938 ,6.61210045 ,-93.42,-9.33,-70.02,8.89,1876,5419.88,3703.23
2017-04-01 12:49:06.500 ,453,3.35413552 ,6.61217867 ,-91.09,-8.89,-68.0,11.7,1876,5933.81,5790.05
2017-04-01 12:49:07.500 ,454,3.35417634 ,6.61224918 ,-87.13,-8.03,-64.73,14.06,1876,8738.19,8013.43
2017-04-01 12:49:08.500 ,455,3.35419500 ,6.61228167 ,-89.6,-8.04,-67.37,11.72,1876,9458.29,7660.76
2017-04-01 12:49:09.500 ,456,3.35424629 ,6.61237116 ,-90.7,-8.7,-67.92,11.28,1876,8168.63,6817.37
2017-04-01 12:49:10.500 ,457,3.35430626 ,6.61247141 ,-94.91,-9.03,-71.69,8.5,1876,6538.76,4875.59
2017-04-01 12:49:11.500 ,458,3.35434890 ,6.61254027 ,-95.66,-9.08,-72.43,7.31,1876,6390.13,4506.23
2017-04-01 12:49:12.500 ,459,3.35439055 ,6.61260754 ,-95.38,-9.64,-71.65,6.83,1876,4826.69,3754.05
2017-04-01 12:49:13.500 ,460,3.35440667 ,6.61263333 ,-95.72,-9.38,-72.26,7.1,1876,4365.65,4062.45
2017-04-01 12:49:14.500 ,461,3.35445123 ,6.61270482 ,-92.45,-9.01,-69.28,9.64,1876,5367.28,5423.61
2017-04-01 12:49:15.500 ,462,3.35450834 ,6.61279465 ,-93.89,-7.89,-71.82,8.53,1876,6140.6,3848.14
2017-04-01 12:49:16.500 ,463,3.35454753 ,6.61285232 ,-90.21,-6.7,-69.44,10.85,1876,4804.89,513.08
2017-04-01 12:49:17.500 ,464,3.35457972 ,6.61289997 ,-91.62,-8.63,-68.69,9.8,1876,4616.55,3916.52
2017-04-01 12:49:18.500 ,465,3.35459833 ,6.61292833 ,-88.27,-8.49,-65.45,11.77,1876,7048.46,6179.23
2017-04-01 12:49:19.500 ,466,3.35463023 ,6.61297822 ,-89.68,-9.21,-66.32,8.81,1876,6871.79,4358.71
2017-04-01 12:49:20.500 ,467,3.35467911 ,6.61305404 ,-92.52,-9.6,-68.78,7.11,1876,5509.13,3911.14
2017-04-01 12:49:21.500 ,468,3.35471497 ,6.61310828 ,-94.46,-9.39,-70.96,7.82,1876,5911.08,5047.96
2017-04-01 12:49:22.500 ,469,3.35475175 ,6.61316045 ,-93.05,-9.65,-69.33,8.21,1876,5508.66,5508.43
2017-04-01 12:49:23.500 ,470,3.35477667 ,6.61319333 ,-93.25,-9.0,-70.14,7.54,1876,6537.63,4776.11
2017-04-01 12:49:24.500 ,471,3.35480929 ,6.61323382 ,-92.22,-9.04,-69.08,8.34,1876,5889.73,4560.8
2017-04-01 12:49:25.500 ,472,3.35488533 ,6.61332767 ,-91.72,-9.36,-68.23,7.93,1876,6111.64,4762.29
2017-04-01 12:49:26.500 ,473,3.35493407 ,6.61338598 ,-93.71,-9.56,-70.02,4.87,1876,4284.31,3143.16
2017-04-01 12:49:27.500 ,474,3.35497902 ,6.61343868 ,-92.77,-9.23,-69.29,5.67,1876,4168.17,3172.66
2017-04-01 12:49:28.500 ,475,3.35502120 ,6.61348852 ,-93.53,-10.16,-68.67,2.29,1876,3421.93,2331.42
2017-04-01 12:49:29.500 ,476,3.35507501 ,6.61355371 ,-92.94,-10.0,-68.28,2.18,1876,2733.07,2409.42
2017-04-01 12:49:30.500 ,477,3.35511748 ,6.61360501 ,-93.93,-10.53,-68.81,0.56,1876,2542.01,1292.46
2017-04-01 12:49:31.500 ,478,3.35516343 ,6.61365916 ,-96.14,-11.93,-69.53,0.74,1876,1161.14,1227.86
2017-04-01 12:49:32.500 ,479,3.35521045 ,6.61371449 ,-94.23,-9.08,-71.08,5.3,1876,4445.02,4200.75
2017-04-01 12:49:33.500 ,480,3.35525689 ,6.61376986 ,-98.85,-9.18,-75.53,3.0,1876,3265.98,2564.89
2017-04-01 12:49:34.500 ,481,3.35530625 ,6.61383094 ,-97.5,-8.36,-75.02,4.98,1876,3390.76,3051.08
2017-04-01 12:49:35.500 ,482,3.35534890 ,6.61388247 ,-94.31,-8.6,-71.67,5.95,1876,4232.67,4166.9
2017-04-01 12:49:36.500 ,483,3.35539579 ,6.61393843 ,-95.16,-9.1,-72.05,4.62,1876,4458.59,3255.3
2017-04-01 12:49:37.500 ,484,3.35544550 ,6.61399216 ,-93.11,-9.19,-69.84,4.98,1876,3498.05,3519.56
2017-04-01 12:49:38.500 ,485,3.35549833 ,6.61404550 ,-94.96,-9.33,-71.61,5.64,1876,3779.33,3405.61
2017-04-01 12:49:39.500 ,486,3.35554063 ,6.61408920 ,-94.08,-9.35,-70.67,3.9,1876,4232.36,3715.17
2017-04-01 12:49:40.500 ,487,3.35559525 ,6.61414552 ,-93.64,-9.57,-69.97,4.48,1876,2585.87,1703.87
2017-04-01 12:49:43.500 ,490,3.35576656 ,6.61430722 ,-90.88,-4.17,-72.7,10.86,1876,146.0,11.97
2017-04-01 12:49:44.500 ,491,3.35582500 ,6.61435667 ,-89.88,-7.43,-68.43,10.49,1876,5485.21,3381.01
2017-04-01 12:49:45.500 ,492,3.35583703 ,6.61436743 ,-86.66,-7.18,-65.48,12.02,1876,8170.34,6407.24
2017-04-01 12:49:46.500 ,493,3.35589833 ,6.61442250 ,-87.13,-7.01,-66.1,12.92,1876,8119.44,7039.36
2017-04-01 12:49:47.500 ,494,3.35595319 ,6.61447262 ,-89.4,-7.98,-67.4,10.71,1876,8077.95,6494.31
2017-04-01 12:49:48.500 ,495,3.35601208 ,6.61452494 ,-92.1,-8.41,-69.67,8.11,1876,6344.48,4999.26
2017-04-01 12:49:49.500 ,496,3.35606287 ,6.61457287 ,-90.34,-8.76,-67.53,13.15,1876,7168.4,3891.92
2017-04-01 12:49:50.500 ,497,3.35610458 ,6.61461390 ,-89.75,-8.42,-67.01,8.79,1876,7068.52,3793.19
2017-04-01 12:49:51.500 ,498,3.35614598 ,6.61464919 ,-94.69,-8.41,-72.03,8.08,1876,6933.19,3761.3
2017-04-01 12:49:52.500 ,499,3.35621173 ,6.61470594 ,-97.26,-7.75,-75.18,6.29,1876,5352.99,3920.26
2017-04-01 12:49:53.500 ,500,3.35622833 ,6.61471500 ,-93.12,-7.84,-71.24,8.78,1876,5345.25,5615.04
2017-04-01 12:49:54.500 ,501,3.35622877 ,6.61471500 ,-91.41,-8.55,-68.57,11.18,1876,8866.76,7871.14
2017-04-01 12:49:55.500 ,502,3.35624500 ,6.61471500 ,-88.74,-8.8,-65.88,14.04,1876,10313.67,8278.42
2017-04-01 12:49:56.500 ,503,3.35624981 ,6.61471180 ,-90.04,-8.82,-67.07,13.64,1876,10315.31,7133.98
2017-04-01 12:49:57.500 ,504,3.35625000 ,6.61471167 ,-89.95,-8.83,-67.1,13.11,1876,10666.99,9092.9
2017-04-01 12:49:58.500 ,505,3.35625000 ,6.61471167 ,-88.45,-8.92,-65.51,12.43,1876,10928.57,9003.6
2017-04-01 12:49:59.500 ,506,3.35625000 ,6.61471167 ,-86.13,-8.14,-63.95,12.67,1876,10680.52,9780.36
2017-04-01 12:50:00.500 ,507,3.35625000 ,6.61471167 ,-84.25,-7.9,-62.34,14.05,1876,11891.58,11260.27
2017-04-01 12:50:01.500 ,508,3.35625000 ,6.61471167 ,-86.62,-7.84,-64.77,12.68,1876,12237.05,10334.28
2017-04-01 12:50:02.500 ,509,3.35625000 ,6.61471167 ,-86.15,-7.91,-64.23,13.03,1876,10928.79,9579.03
2017-04-01 12:50:03.500 ,510,3.35624841 ,6.61471167 ,-88.74,-8.57,-66.15,10.37,1876,10117.04,8199.67
2017-04-01 12:50:04.500 ,511,3.35624833 ,6.61471167 ,-88.45,-8.35,-66.09,10.35,1876,9457.5,8103.07
2017-04-01 12:50:05.500 ,512,3.35624833 ,6.61471167 ,-87.84,-8.5,-65.24,12.5,1876,9113.87,8314.04
2017-04-01 12:50:06.500 ,513,3.35624833 ,6.61471167 ,-91.89,-8.21,-69.5,9.25,1876,8121.52,6228.35
2017-04-01 12:50:07.500 ,514,3.35624693 ,6.61471026 ,-94.1,-8.46,-71.13,8.09,1876,7381.79,5882.39
2017-04-01 12:50:08.500 ,515,3.35624667 ,6.61471000 ,-97.16,-9.0,-74.01,4.86,1876,3948.06,3338.9
2017-04-01 12:50:09.500 ,516,3.35624009 ,6.61470737 ,-96.01,-9.27,-72.37,4.67,1876,4387.96,3879.08
2017-04-01 12:50:10.500 ,517,3.35623833 ,6.61470667 ,-95.79,-8.97,-72.27,4.71,1876,4051.77,3253.47
2017-04-01 12:50:11.500 ,518,3.35624390 ,6.61471084 ,-92.0,-8.98,-68.93,6.74,1876,5135.14,5155.25
2017-04-01 12:50:12.500 ,519,3.35625844 ,6.61472267 ,-91.76,-8.77,-68.88,10.3,1876,5641.35,4932.49
2017-04-01 12:50:13.500 ,520,3.35626333 ,6.61472667 ,-90.74,-8.55,-67.83,10.94,1876,7478.72,6716.23
2017-04-01 12:50:14.500 ,521,3.35631443 ,6.61477238 ,-90.86,-8.97,-67.58,11.71,1876,9611.11,7866.57
2017-04-01 12:50:15.500 ,522,3.35635427 ,6.61480582 ,-86.86,-8.32,-64.12,13.57,1876,9142.14,8990.17
2017-04-01 12:50:16.500 ,523,3.35640577 ,6.61484614 ,-89.81,-8.06,-67.74,8.67,1876,8875.57,7135.97
2017-04-01 12:50:17.500 ,524,3.35645785 ,6.61488794 ,-87.99,-8.2,-65.71,12.46,1876,9155.15,7788.77
2017-04-01 12:50:18.500 ,525,3.35647667 ,6.61490333 ,-87.56,-8.3,-65.26,12.01,1876,8216.68,7673.85
2017-04-01 12:50:19.500 ,526,3.35655197 ,6.61496007 ,-86.88,-8.25,-64.55,11.71,1876,9512.74,7824.13
2017-04-01 12:50:20.500 ,527,3.35664011 ,6.61502774 ,-89.55,-8.49,-67.03,11.12,1876,8766.59,7864.8
2017-04-01 12:50:21.500 ,528,3.35669517 ,6.61506946 ,-88.46,-8.09,-66.29,11.56,1876,9566.98,7957.54
2017-04-01 12:50:22.500 ,529,3.35674959 ,6.61510986 ,-89.85,-8.13,-67.67,10.22,1876,7835.06,6075.27
2017-04-01 12:50:23.500 ,530,3.35677000 ,6.61512500 ,-88.66,-7.15,-67.44,12.1,1876,7074.91,6518.41
2017-04-01 12:50:24.500 ,531,3.35682468 ,6.61516392 ,-91.26,-7.77,-69.31,9.42,1876,7160.01,5689.42
2017-04-01 12:50:25.500 ,532,3.35688358 ,6.61520348 ,-93.16,-8.47,-70.52,8.55,1876,5776.88,4943.64
2017-04-01 12:50:26.500 ,533,3.35692023 ,6.61522392 ,-92.42,-7.49,-70.73,9.6,1876,6576.04,5700.67
2017-04-01 12:50:27.500 ,534,3.35695672 ,6.61524213 ,-88.67,-8.5,-66.09,13.18,1876,8633.61,7638.44
2017-04-01 12:50:28.500 ,535,3.35697667 ,6.61525167 ,-90.93,-8.86,-68.02,10.46,1876,7406.64,5523.08
2017-04-01 12:50:29.500 ,536,3.35701639 ,6.61526492 ,-90.34,-8.09,-67.88,10.33,1876,6393.72,5700.41
2017-04-01 12:50:30.500 ,537,3.35707055 ,6.61528116 ,-92.38,-7.93,-70.13,8.32,1876,6841.01,4575.65
2017-04-01 12:50:31.500 ,538,3.35710384 ,6.61528827 ,-95.64,-8.66,-72.84,5.29,1876,5528.22,3748.73
2017-04-01 12:50:32.500 ,539,3.35713552 ,6.61529493 ,-96.83,-8.03,-74.74,4.21,1876,3089.18,2227.12
2017-04-01 12:50:33.500 ,540,3.35715000 ,6.61529833 ,-93.93,-7.03,-72.85,6.92,1876,3469.94,3131.41
2017-04-01 12:50:34.500 ,541,3.35716598 ,6.61530552 ,-96.65,-6.15,-76.36,4.13,1876,2945.89,2299.33
2017-04-01 12:50:35.500 ,542,3.35718765 ,6.61531518 ,-94.7,-8.03,-72.43,5.95,1876,2342.56,2031.03
2017-04-01 12:50:36.500 ,543,3.35720140 ,6.61532073 ,-92.69,-7.26,-71.17,8.29,1876,4493.71,4149.44
2017-04-01 12:50:37.500 ,544,3.35721731 ,6.61532708 ,-89.62,-7.51,-67.91,10.67,1876,5190.49,4149.89
2017-04-01 12:50:38.500 ,545,3.35722833 ,6.61533167 ,-87.11,-7.96,-65.0,15.07,1876,6621.07,6142.94
2017-04-01 12:50:39.500 ,546,3.35724660 ,6.61534020 ,-84.77,-8.53,-61.99,16.83,1876,7644.0,6157.97
2017-04-01 12:50:40.500 ,547,3.35729054 ,6.61536218 ,-87.43,-8.7,-64.6,14.41,1876,7227.62,6101.95
2017-04-01 12:50:41.500 ,548,3.35732003 ,6.61538057 ,-86.48,-8.08,-64.37,12.89,1876,6775.16,5265.46
2017-04-01 12:50:42.500 ,549,3.35734496 ,6.61539812 ,-86.41,-8.63,-63.72,15.92,1876,10434.54,6748.47
2017-04-01 12:50:43.500 ,550,3.35736667 ,6.61541500 ,-87.35,-8.54,-64.47,15.08,1876,9255.98,8449.08
2017-04-01 12:50:44.500 ,551,3.35738795 ,6.61543053 ,-88.69,-8.92,-65.74,13.08,1876,9295.62,8742.9
2017-04-01 12:50:45.500 ,552,3.35743676 ,6.61546665 ,-89.02,-8.84,-66.01,13.16,1876,9444.25,8527.32
2017-04-01 12:50:46.500 ,553,3.35746858 ,6.61549223 ,-89.25,-8.82,-66.31,12.82,1876,9648.08,6392.96
2017-04-01 12:50:47.500 ,554,3.35750163 ,6.61551942 ,-90.75,-8.66,-68.0,11.26,1876,7416.91,7134.7
2017-04-01 12:50:48.500 ,555,3.35752878 ,6.61554069 ,-90.78,-8.28,-68.19,11.3,1876,8457.56,8823.57
2017-04-01 12:50:49.500 ,556,3.35755098 ,6.61555860 ,-88.5,-8.53,-65.72,13.4,1876,10059.81,8807.32
2017-04-01 12:50:50.500 ,557,3.35756933 ,6.61557389 ,-85.43,-8.3,-63.1,16.45,1876,11598.14,11047.61
2017-04-01 12:50:51.500 ,558,3.35757817 ,6.61558151 ,-85.42,-8.99,-62.41,16.14,1876,12684.03,12060.52
2017-04-01 12:50:52.500 ,559,3.35758448 ,6.61558781 ,-83.84,-8.69,-61.11,18.58,1876,13672.55,11866.46
2017-04-01 12:50:53.500 ,560,3.35758922 ,6.61559255 ,-83.71,-8.7,-60.87,17.09,1876,13072.83,11684.98
2017-04-01 12:50:54.500 ,561,3.35759987 ,6.61560240 ,-85.16,-8.7,-62.37,16.34,1876,11674.21,10226.92
2017-04-01 12:50:55.500 ,562,3.35761396 ,6.61561360 ,-85.04,-8.48,-62.36,14.76,1876,10130.29,9161.1
2017-04-01 12:50:56.500 ,563,3.35763377 ,6.61563094 ,-83.75,-8.29,-61.29,15.9,1876,11971.1,10403.85
2017-04-01 12:50:57.500 ,564,3.35765167 ,6.61564500 ,-81.9,-7.92,-59.52,17.41,1876,11169.11,10675.48
2017-04-01 12:50:58.500 ,565,3.35765410 ,6.61564652 ,-85.38,-8.43,-62.83,16.45,1876,13569.64,10988.97
2017-04-01 12:50:59.500 ,566,3.35768391 ,6.61566401 ,-88.93,-8.95,-65.9,14.45,1876,10861.24,9335.39
2017-04-01 12:51:00.500 ,567,3.35771101 ,6.61567548 ,-91.11,-8.56,-68.39,11.7,1876,10498.5,8839.46
2017-04-01 12:51:01.500 ,568,3.35774613 ,6.61569233 ,-92.38,-8.67,-69.63,10.24,1876,7929.02,6578.39
2017-04-01 12:51:02.500 ,569,3.35778855 ,6.61571713 ,-90.26,-8.78,-67.33,11.76,1876,7302.77,6082.07
2017-04-01 12:51:03.500 ,570,3.35783078 ,6.61574176 ,-88.78,-8.47,-66.05,13.5,1876,8648.78,7592.47
2017-04-01 12:51:04.500 ,571,3.35787333 ,6.61576000 ,-84.25,-8.38,-61.76,17.7,1876,11045.86,10917.24
2017-04-01 12:51:05.500 ,572,3.35795872 ,6.61579544 ,-81.68,-8.34,-59.23,19.44,1876,14129.57,10598.01
2017-04-01 12:51:06.500 ,573,3.35800424 ,6.61580972 ,-87.24,-8.71,-64.36,14.76,1876,14057.99,10514.17
2017-04-01 12:51:07.500 ,574,3.35804667 ,6.61581667 ,-89.95,-8.63,-67.19,12.11,1876,9983.46,8737.75
2017-04-01 12:51:08.500 ,575,3.35808471 ,6.61581667 ,-89.21,-8.73,-66.3,13.6,1876,9175.47,6942.8
2017-04-01 12:51:09.500 ,576,3.35811939 ,6.61580919 ,-88.55,-8.88,-65.56,14.82,1876,10851.51,9413.04
2017-04-01 12:51:10.500 ,577,3.35816075 ,6.61578556 ,-89.71,-8.75,-66.86,13.93,1876,11418.13,10434.7
2017-04-01 12:51:11.500 ,578,3.35819080 ,6.61575740 ,-89.79,-8.93,-66.79,14.03,1876,10973.69,10273.37
2017-04-01 12:51:12.500 ,579,3.35821981 ,6.61572356 ,-95.76,-9.09,-72.58,9.2,1876,8396.95,5768.66
2017-04-01 12:51:13.500 ,580,3.35824167 ,6.61569392 ,-99.11,-8.79,-76.25,5.87,1876,5714.59,4771.81
2017-04-01 12:51:14.500 ,581,3.35826988 ,6.61565575 ,-99.36,-9.35,-75.97,4.91,1876,4727.38,3798.52
2017-04-01 12:51:15.500 ,582,3.35830000 ,6.61561500 ,-100.75,-9.3,-77.35,4.34,1876,4235.71,3282.43
2017-04-01 12:51:16.500 ,583,3.35832915 ,6.61557937 ,-101.1,-9.73,-77.3,3.62,1876,3373.62,2077.56
2017-04-01 12:51:17.500 ,584,3.35835382 ,6.61554558 ,-101.16,-9.56,-77.48,3.05,1876,2833.48,1442.49
2017-04-01 12:51:18.500 ,585,3.35837882 ,6.61550769 ,-100.7,-9.74,-76.82,3.36,1876,2693.68,2307.92
2017-04-01 12:51:19.500 ,586,3.35840188 ,6.61547379 ,-99.66,-9.59,-75.86,3.73,1876,3488.31,2724.22
2017-04-01 12:51:20.500 ,587,3.35843719 ,6.61541947 ,-99.51,-9.35,-76.07,4.23,1876,3088.31,1846.27
2017-04-01 12:51:21.500 ,588,3.35845315 ,6.61539178 ,-100.38,-8.63,-77.12,3.25,1876,3105.53,2815.75
2017-04-01 12:51:22.500 ,589,3.35845636 ,6.61538288 ,-100.23,-9.26,-76.51,2.76,1876,3417.23,3050.9
2017-04-01 12:51:23.500 ,590,3.35845667 ,6.61538167 ,-100.47,-9.61,-76.68,2.47,1876,4074.75,3496.42
2017-04-01 12:51:24.500 ,591,3.35845667 ,6.61538167 ,-100.68,-9.35,-77.18,1.51,1876,3710.73,3047.42
2017-04-01 12:51:25.500 ,592,3.35845667 ,6.61538167 ,-100.48,-8.8,-77.64,2.68,1876,3334.95,2961.0
2017-04-01 12:51:26.500 ,593,3.35845667 ,6.61538167 ,-100.92,-9.28,-77.63,2.24,1876,3226.83,2332.77
2017-04-01 12:51:27.500 ,594,3.35845667 ,6.61538167 ,-101.26,-10.29,-76.86,1.21,1876,2794.83,1682.96
2017-04-01 12:51:28.500 ,595,3.35845667 ,6.61538167 ,-100.72,-10.25,-76.46,-0.75,1876,2082.22,1753.97
2017-04-01 12:51:29.500 ,596,3.35845538 ,6.61538167 ,-102.26,-11.25,-76.67,0.61,1876,1439.76,657.61
2017-04-01 12:51:34.500 ,601,3.35844599 ,6.61534997 ,-99.47,-6.01,-79.34,3.89,1876,80.0,35.03
2017-04-01 12:51:35.500 ,603,3.35844232 ,6.61533863 ,-101.06,-5.9,-81.02,2.96,1876,1907.29,26.1
2017-04-01 12:51:40.500 ,608,3.35837662 ,6.61530077 ,-96.23,-5.72,-76.17,6.49,1876,142.67,107.57
2017-04-01 12:51:41.500 ,609,3.35836539 ,6.61530346 ,-95.96,-8.77,-73.05,5.59,1876,5349.59,4257.56
2017-04-01 12:51:42.500 ,610,3.35835395 ,6.61530673 ,-94.86,-8.63,-72.2,6.72,1876,5213.98,4793.39
2017-04-01 12:51:43.500 ,611,3.35834833 ,6.61530833 ,-92.15,-8.14,-69.91,9.74,1876,5547.67,6469.51
2017-04-01 12:51:44.500 ,612,3.35833993 ,6.61531301 ,-93.58,-8.62,-70.79,9.61,1876,7371.94,4785.31
2017-04-01 12:51:45.500 ,613,3.35833197 ,6.61531735 ,-92.97,-9.1,-69.67,9.58,1876,6578.65,5540.43
2017-04-01 12:51:46.500 ,614,3.35833000 ,6.61531833 ,-92.99,-9.08,-69.58,8.93,1876,7152.11,5904.49
2017-04-01 12:51:47.500 ,615,3.35833000 ,6.61531833 ,-94.18,-8.55,-71.46,7.97,1876,6304.59,5984.86
2017-04-01 12:51:48.500 ,616,3.35833000 ,6.61531833 ,-95.19,-8.76,-72.37,7.07,1876,6248.03,4545.52
2017-04-01 12:51:49.500 ,617,3.35832795 ,6.61532039 ,-91.5,-8.59,-68.73,9.63,1876,5736.75,5688.63
2017-04-01 12:51:50.500 ,618,3.35832047 ,6.61532862 ,-96.21,-9.54,-72.45,5.16,1876,6523.45,4159.42
2017-04-01 12:51:51.500 ,619,3.35830777 ,6.61534223 ,-96.42,-9.3,-72.94,5.38,1876,4281.31,2932.21
2017-04-01 12:51:52.500 ,620,3.35828959 ,6.61535932 ,-96.51,-8.85,-73.61,5.44,1876,4108.89,3511.08
2017-04-01 12:51:53.500 ,621,3.35827500 ,6.61537167 ,-98.22,-9.52,-74.65,4.1,1876,4699.76,3049.56
2017-04-01 12:51:54.500 ,622,3.35825503 ,6.61539021 ,-97.4,-8.99,-74.23,6.05,1876,4126.16,4565.15
2017-04-01 12:51:55.500 ,623,3.35822167 ,6.61542042 ,-95.53,-8.98,-72.44,7.06,1876,5399.35,5115.85
2017-04-01 12:51:56.500 ,624,3.35819329 ,6.61544452 ,-93.08,-8.44,-70.16,8.15,1876,6675.91,5992.72
2017-04-01 12:51:57.500 ,625,3.35816534 ,6.61547073 ,-93.89,-9.0,-70.54,7.71,1876,6691.64,5636.24
2017-04-01 12:51:58.500 ,626,3.35813960 ,6.61549540 ,-96.15,-9.38,-72.69,6.77,1876,5481.42,5497.23
2017-04-01 12:51:59.500 ,627,3.35811484 ,6.61551959 ,-95.71,-9.37,-72.21,6.84,1876,6277.39,5258.26
2017-04-01 12:52:00.500 ,628,3.35809243 ,6.61554048 ,-94.08,-8.27,-71.57,8.3,1876,6116.07,4596.71
2017-04-01 12:52:01.500 ,629,3.35806917 ,6.61556167 ,-91.87,-9.25,-68.56,10.77,1876,6844.33,7127.97
2017-04-01 12:52:02.500 ,630,3.35804537 ,6.61558087 ,-89.24,-8.72,-66.45,12.83,1876,9119.57,8253.89
2017-04-01 12:52:03.500 ,631,3.35801767 ,6.61559633 ,-90.33,-9.17,-67.12,11.69,1876,10114.59,8173.45
2017-04-01 12:52:04.500 ,632,3.35798923 ,6.61560451 ,-93.86,-8.99,-70.75,9.59,1876,8605.03,7378.82
2017-04-01 12:52:05.500 ,633,3.35795401 ,6.61560786 ,-95.13,-9.02,-72.07,7.68,1876,7980.82,5417.46
2017-04-01 12:52:06.500 ,634,3.35792067 ,6.61560562 ,-95.92,-9.2,-72.55,7.17,1876,5741.24,5921.74
2017-04-01 12:52:07.500 ,635,3.35788263 ,6.61559851 ,-97.01,-9.46,-73.47,6.85,1876,6475.17,4945.8
2017-04-01 12:52:08.500 ,636,3.35784153 ,6.61558730 ,-95.76,-8.87,-72.88,7.15,1876,5850.21,5050.88
2017-04-01 12:52:09.500 ,637,3.35780704 ,6.61557576 ,-93.48,-9.54,-69.89,9.57,1876,7209.94,7032.73
2017-04-01 12:52:10.500 ,638,3.35777667 ,6.61556333 ,-93.92,-9.67,-70.16,9.58,1876,8544.73,6975.92
2017-04-01 12:52:11.500 ,639,3.35777396 ,6.61556198 ,-94.18,-9.7,-70.41,8.78,1876,7901.2,5889.07
2017-04-01 12:52:12.500 ,640,3.35774385 ,6.61554733 ,-92.44,-9.57,-68.77,9.68,1876,7334.18,5913.25
2017-04-01 12:52:13.500 ,641,3.35772174 ,6.61553947 ,-92.37,-9.21,-69.12,9.63,1876,7918.57,6603.1
2017-04-01 12:52:14.500 ,642,3.35770743 ,6.61553455 ,-93.01,-9.08,-69.86,8.33,1876,7382.72,5920.13
2017-04-01 12:52:15.500 ,643,3.35769431 ,6.61552795 ,-94.94,-9.29,-71.63,7.69,1876,6743.46,5188.78
2017-04-01 12:52:16.500 ,644,3.35768000 ,6.61552000 ,-94.69,-9.63,-70.94,7.66,1876,6425.61,5300.04
2017-04-01 12:52:17.500 ,645,3.35765820 ,6.61550877 ,-93.93,-9.51,-70.4,7.61,1876,6800.41,5993.05
2017-04-01 12:52:18.500 ,646,3.35761085 ,6.61547949 ,-93.87,-9.48,-70.38,7.95,1876,7385.99,5872.03
2017-04-01 12:52:19.500 ,647,3.35758385 ,6.61546226 ,-94.2,-9.88,-70.22,8.4,1876,7397.76,6295.25
2017-04-01 12:52:20.500 ,648,3.35756000 ,6.61544000 ,-96.4,-9.26,-73.12,5.95,1876,7448.96,5032.8
2017-04-01 12:52:21.500 ,649,3.35753652 ,6.61541652 ,-96.78,-9.4,-73.35,5.62,1876,5196.72,4583.3
2017-04-01 12:52:22.500 ,650,3.35751060 ,6.61539385 ,-97.0,-9.35,-73.6,5.9,1876,5328.97,4314.77
2017-04-01 12:52:23.500 ,651,3.35748447 ,6.61537100 ,-93.82,-8.86,-70.95,8.39,1876,5748.83,5456.0
2017-04-01 12:52:24.500 ,652,3.35746045 ,6.61535284 ,-92.83,-9.17,-69.61,7.84,1876,7146.09,5943.51
2017-04-01 12:52:25.500 ,653,3.35743297 ,6.61533075 ,-92.57,-8.51,-70.06,6.63,1876,6832.79,6270.43
2017-04-01 12:52:26.500 ,654,3.35740719 ,6.61531009 ,-94.18,-8.05,-72.12,5.3,1876,6783.07,3129.66
